ClientUUId,Id,OrderType,LocalBeginDate,LocalEndDate,OrderPrice,Discount,apply_promo
000D3A21DA51A81111E91BD74DE4CD71,6,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,799,20,0.008439061
000D3A21DA51A81111E91FF836F2C1D5,5,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,799,200,0.040366482
000D3A21DA51A81111E9200128254400,5,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,799,200,0.04526358
000D3A21DA51A81111E922EE301B261F,7,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,799,200,0.15680407
000D3A21DA51A81111E9251DB5F4229A,7,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,799,200,0.008654419
000D3A21DA51A81211E92C54366BD40C,5,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,749,200,0.06490163
000D3A21DA51A81211E92C691CF43782,5,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,699,150,0.009176539
000D3A21DA51A81211E92ECDB4569EDF,5,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,799,200,0.014695022
000D3A21DA51A81211E93293AF780B19,5,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,699,150,0.010815392
000D3A21DA51A81211E9344794DA3BE9,5,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,699,150,0.012683733
000D3A21DA51A81211E935C23A347C68,5,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,799,200,0.16685872
000D3A21DA51A81211E936735E16B261,6,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,749,25,0.0874871
000D3A21DA51A81211E938DFA4BC5527,5,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,799,200,0.04558579
000D3A21DA51A81211E93A9ED293F2DC,7,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,799,200,0.1404911
000D3A21DA51A81211E93C36071DD6E5,6,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,799,20,0.07289351
000D3A21DA51A81211E93CEE82C44F13,5,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,749,200,0.049016736
000D3A21DA51A81211E93EFEC8B2E414,7,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,799,200,0.01692493
000D3A21DA51A81211E940E042612200,5,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,799,200,0.043054733
000D3A21DA51A81211E941C3351D5006,7,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,799,200,0.05545477
000D3A21DA51A81211E94A58B59EE11F,5,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,799,200,0.017677803
000D3A21DA51A81211E94BF82200B1CA,5,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,799,200,0.011833594
000D3A21DA51A81211E94D5E13222F0F,5,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,799,200,0.021220135
000D3A21DA51A81211E94E5C42D2E598,5,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,799,200,0.04299519
000D3A21DA51A81211E94FDEFB8943FF,6,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,699,30,0.031798486
000D3A21DA51A81211E9554A5A22C6B5,5,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,699,150,0.023466483
000D3A21DA51A81211E956B8B3500865,5,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,749,200,0.06405478
000D3A21DA51A81211E957E3A84856FC,7,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,799,200,0.030065006
000D3A21DA51A81211E95DBB24ECD4D6,5,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,749,200,0.013007684
000D3A21DA51A81211E95DEF0BBBFA9B,7,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,699,150,0.010836384
000D3A21DA51A81211E96416439B5C79,7,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,749,200,0.052357715
000D3A21DA51A81211E9685F61802207,7,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,799,200,0.04287401
000D3A21DA51A81211E969C425B9FA6C,6,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,799,20,0.008290383
000D3A21DA51A81211E96E5D744D0C3D,7,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,799,200,0.06586167
000D3A21DA51A81211E96F3418573544,7,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,799,200,0.017476244
000D3A21DA51A81211E970D62123756B,6,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,799,20,0.008101011
000D3A21DA51A81211E970E87FD90752,6,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,799,20,0.032618523
000D3A21DA51A81211E972D63FB8D5DE,7,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,799,200,0.042153493
000D3A21DA51A81211E972F887447A40,6,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,799,20,0.009183223
000D3A21DA51A81211E9731020532DFE,5,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,699,150,0.055477012
000D3A21DA51A81211E97444DE74C5AA,7,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,799,200,0.024301276
000D3A21DA51A81211E978CEEAA9ABA6,6,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,749,25,0.038756378
000D3A21DA51A81211E97ED70F3CA1DF,6,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,599,25,0.016149607
000D3A21DA51A81211E97F961CA71CFD,5,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,749,200,0.019584032
000D3A21DA51A81211E98215165EB7AF,7,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,799,200,0.011682936
000D3A21DA51A81211E9822E7DCB1E8E,7,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,799,200,0.06524084
000D3A21DA51A81211E982E32DB56967,5,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,799,200,0.049547967
000D3A21DA51A81211E983A5C79FCAD9,5,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,749,150,0.0066192043
000D3A21DA51A81211E986225B019621,7,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,799,200,0.044750024
000D3A21DA51A81211E98865FB896081,5,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,799,200,0.09800858
000D3A21DA51A81211E989DAA63405CC,6,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,799,20,0.027402384
000D3A21DA51A81211E98A200A3F4781,7,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,749,150,0.011269527
000D3A21DA51A81211E98CE87854F9BA,6,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,799,20,0.009639637
000D3A21DA51A81211E98F58A0022D1C,5,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,799,200,0.010042423
000D3A21DA51A81211E99123B3BE3F4B,7,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,699,150,0.008938808
000D3A21DA51A81211E995C8ABC9CA8E,6,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,749,25,0.010324337
000D3A21DA51A81211E996445FE8F7CF,6,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,749,25,0.021503896
000D3A21DA51A81211E99699F9DB16F7,6,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,699,20,0.0068421992
000D3A21DA51A81211E99F0791B422CC,7,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,749,200,0.011743416
000D3A21DA51A81211E99F464CF66B50,6,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,799,20,0.056648068
000D3A21DA51A81211E9A01FCF7FD997,7,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,799,200,0.020769913
000D3A21DA51A81211E9A0A2CB5F1C22,6,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,799,20,0.012322502
000D3A21DA51A81211E9A15C86B09D3C,6,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,699,20,0.0070203366
000D3A21DA51A81211E9A162DEAA1903,6,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,749,20,0.0112489825
000D3A21DA51A81211E9A33AF5E5B1DC,5,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,799,200,0.008736699
000D3A21DA51A81211E9A48048A34C5C,7,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,799,200,0.038583357
000D3A21DA51A81211E9A6FDAA761682,6,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,699,20,0.011089957
000D3A21DA51A81211E9AD7035D324E9,6,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,799,20,0.03603644
000D3A21DA51A81211E9AECD84909F7E,5,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,799,200,0.011633213
000D3A21DA51A81211E9B049D1E03E13,5,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,799,200,0.01168988
000D3A21DA51A81211E9B5F3C7EA4183,5,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,799,200,0.012229109
000D3A21DA51A81211E9BA0A19AF7FB5,6,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,799,20,0.01757056
000D3A21DA51A81211E9BC37671F2596,5,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,799,200,0.010786862
000D3A21DA51A81211E9C0E484F5F2A0,5,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,699,150,0.016810779
000D3A21DA51A81211E9C633C4A75687,6,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,799,20,0.042601112
000D3A21DA51A81211E9C83301BFC900,5,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,799,200,0.03407517
000D3A21DA51A81211E9C8853F25F155,6,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,699,30,0.011808506
000D3A21DA51A81211E9C8FA76F0355B,6,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,749,25,0.007857762
000D3A21DA51A81211E9CA4706FAEA0D,7,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,799,200,0.020720508
000D3A21DA51A81211E9CC70E871437F,6,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,699,25,0.114098
000D3A21DA51A81211E9D7CFCD08C21E,7,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,799,200,0.014290079
000D3A21DA51A81211E9D8629B8EFC37,7,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,799,200,0.03027063
000D3A21DA51A81211E9DFCD586D6DA0,6,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,699,20,0.009171507
000D3A21DA51A81211E9E1BB9CC348C1,5,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,799,200,0.050151564
000D3A21DA51A81211E9E2F3724586C4,6,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,749,25,0.009115265
000D3A21DA51A81211E9E67E3382A6F1,6,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,799,20,0.013176568
000D3A21DA51A81211E9E6985F9FC14E,6,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,699,20,0.037381757
000D3A21DA51A81211E9E699A7935991,6,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,799,20,0.07706115
000D3A21DA51A81211E9E78219886FE4,6,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,799,20,0.0075339093
000D3A21DA51A81211E9E8D2FF71AEF7,6,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,749,25,0.08622768
000D3A21DA51A81211E9EC3DC0B45482,5,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,799,200,0.053707562
000D3A21DA51A81211E9F309C48E3311,6,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,599,25,0.061495773
000D3A21DA51A81211E9F4D3D0FF52A5,5,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,799,200,0.014046532
000D3A21DA51A81211E9F6635312031E,5,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,749,200,0.011208414
000D3A21DA51A81211E9FA4E729D3AEB,5,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,699,150,0.020911358
000D3A21DA51A81211E9FD6301F0BD70,6,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,799,20,0.020751296
000D3A21DA51A81211EA03C83E0EE669,7,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,799,200,0.0075075678
000D3A21DA51A81211EA0541475BE43F,7,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,799,200,0.03514142
000D3A21DA51A81211EA08723E3C1B94,7,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,799,200,0.006200602
000D3A21DA51A81211EA0AAAD16D22B1,7,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,799,200,0.033946827
000D3A21DA51A81211EA0D208F25BF71,5,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,799,200,0.06786071
000D3A21DA51A81211EA11F4F84A6CE9,7,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,749,200,0.046286386
000D3A21DA51A81211EA1249D50648A0,5,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,799,200,0.01169215
000D3A21DA51A81211EA136840190829,7,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,699,150,0.009308685
000D3A21DA51A81211EA1448B97DD6B6,7,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,799,200,0.00980557
000D3A21DA51A81211EA198E7A8972D4,7,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,699,150,0.00750733
000D3A21DA51A81211EA19D3DCEAB3AF,6,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,799,20,0.018457707
000D3A21DA51A81211EA2265D1F7B91E,5,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,749,200,0.048944093
000D3A21DA51A81211EA227FE1216683,6,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,799,20,0.030690031
000D3A21DA51A81211EA2644C994E0A6,5,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,799,200,0.012281064
000D3A21DA51A81211EA273EA57240D3,5,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,699,150,0.0089028515
000D3A21DA51A81211EA2CC79ED32AEB,5,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,799,200,0.027849412
000D3A21DA51A81211EA2D54C98FD615,5,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,749,200,0.066546395
000D3A21DA51A81211EA2ED4D9DE9E27,7,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,799,200,0.02538649
000D3A21DA51A81211EA30B8068A50AB,5,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,799,200,0.010136117
000D3A21DA51A81211EA31F67070B5C5,5,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,749,150,0.025732014
000D3A21DA51A81211EA32450E0A1F90,6,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,749,25,0.014657938
000D3A21DA51A81211EA360E7DDCDDC1,7,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,799,200,0.0068878075
000D3A21DA51A81311EA39C280936A75,7,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,799,200,0.010579694
000D3A21DA51A81311EA39EECCCFCEE5,7,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,799,200,0.038616143
000D3A21DA51A81311EA39F2584043FE,6,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,749,20,0.009994714
000D3A21DA51A81311EA3FCD977C89B1,5,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,799,200,0.16554338
000D3A21DA51A81311EA42BAD91F7B76,7,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,799,200,0.012041555
000D3A21DA51A81311EA440F30295A02,5,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,799,200,0.034237843
000D3A21DA51A81311EA4584ADD0A563,5,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,799,200,0.025942948
000D3A21DA51A81311EA4601A88A62E9,5,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,799,200,0.09886911
000D3A21DA51A81311EA4FC1A488BA71,6,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,749,25,0.02230475
000D3A21DA51A81311EA56CB4AD3CE4C,6,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,799,20,0.01413122
000D3A21DA51A81311EA60D94D0CA9F0,6,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,799,20,0.030687168
000D3A21DA51A81311EA6603186692CA,5,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,799,200,0.007427631
000D3A21DA51A81311EA6C2994118692,7,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,799,200,0.014377591
000D3A21DA51A81311EA6EA70FC7670B,7,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,799,200,0.024780829
000D3A21DA51A81311EA710E665E3BF3,5,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,699,150,0.061171506
000D3A21DA51A81311EA73D078C5B1E3,5,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,799,200,0.010625644
000D3A21DA51A81311EA7720CBA4D5B0,5,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,799,200,0.014213985
000D3A21DA51A81411EA7B499AA0C1FF,6,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,799,20,0.008916443
000D3A21DA51A81411EA7F3BAA05B76B,5,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,799,200,0.02360448
000D3A21DA51A81411EA85EC3A1F5111,7,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,799,200,0.025311189
000D3A21DA51A81411EA87CC9F21A0FC,6,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,749,25,0.012752798
000D3A21DA51A81411EA8F0DCB51AD0D,6,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,699,30,0.010758254
000D3A21DA51A81411EA951B2E5C5653,6,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,799,20,0.00907836
000D3A21DA51A81411EA96C8F00FEBFC,7,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,599,150,0.03038463
000D3A21DA51A81411EA96DD1D9D594A,7,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,699,150,0.028384767
000D3A21DA51A81411EA9913EF45E921,5,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,699,150,0.013347265
000D3A21DA51A81411EA9DCE547D0B66,5,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,799,200,0.027628874
000D3A21DA51A81411EAA1A1638F3218,5,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,799,200,0.00964383
000D3A21DA51A81411EAA4E0CBE09DEF,7,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,799,200,0.12374435
000D3A21DA51A81411EAA5ABAD270CB0,5,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,799,200,0.04478697
000D3A21DA51A81411EAA5AE23351B65,7,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,799,200,0.07959498
000D3A21DA51A81411EAAB1400F4367C,5,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,749,200,0.027857212
000D3A21DA51A81411EAB22CB706E2E3,6,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,799,20,0.00890225
000D3A21DA51A81411EAB9376A53FA2A,6,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,799,20,0.015062764
000D3A21DA51A81411EABC7D0ADB7DD9,7,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,799,200,0.03130779
000D3A21DA51A81411EAC2CA5786D6D9,5,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,599,150,0.026162293
000D3A21DA51A81411EAC67BFF485C95,7,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,599,130,0.08085237
000D3A21DA51A81411EACDDB67F0E5BC,6,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,699,30,0.02823592
000D3A21DA51A81411EAD280F219AE4E,6,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,749,25,0.013067937
000D3A21DA51A81411EAD3330A9CCD8C,7,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,799,200,0.0094892355
000D3A21DA51A81411EAD33CE97CDEB1,5,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,749,200,0.38252074
000D3A21DA51A81411EADE4C029EA3A0,6,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,749,20,0.05537977
000D3A21DA51A81411EAE1FACD016CE4,7,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,799,200,0.09726294
000D3A21DA51A81411EAE613330DE5D6,7,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,749,200,0.0081115
000D3A21DA51A81411EAE6EFE234A32A,5,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,699,150,0.00891558
000D3A21DA51A81411EAEB9BEC7C5AFD,7,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,799,200,0.03033115
000D3A21DA51A81411EAEF5C11B7CECE,6,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,799,20,0.013330189
000D3A21DA51A81411EAF4C3F7C1C472,6,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,749,25,0.009552774
000D3A21DA51A81411EAFDA75DCEE5B4,7,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,799,200,0.03253263
000D3A21DA51A81411EB01B1EE9272AC,5,"2,3",2023-11-02T00:00:00Z,2023-11-05T23:59:00Z,799,200,0.0706778
